_id,user_id,timestamp,text,followers_count,friends_count,status_count,reply_count,like_count,retweet_count,current,volume,next_day_current,symbol,name,sign
5aad03f8af39d0c4d1b47143,1100851792,2018-03-15,"<p><a href=""http://xueqiu.com/S/SZ300001"" target=""_blank"">$特锐德(SZ300001)$</a>&nbsp;<a href=""http://xueqiu.com/S/SZ300491"" target=""_blank"">$通合科技(SZ300491)$</a>&nbsp;<a href=""http://xueqiu.com/S/SH600405"" target=""_blank"">$动力源(SH600405)$</a>&nbsp;</p><p>看好充电桩行情，想选个质地比较好的正宗点的充电桩概念股，看了一下特锐德的报表（二、三季报）：资产负债率72.61%，负债率太高；应收款/净资产122.97%，应收款比净资产还高，而且这两年一直居高不下；经营现金流净额-8.9亿（好像有季节性，似乎往年四季度会好转），存货10.1亿，流动负债69.5，流动资产77.8亿（扣掉存货覆盖不住流动负债）。这个财报看着企业负债高、存货多、现金流差，17年营收还下降，有没有熟悉特锐德业务的兄弟来分析一下。</p><p>另外，特锐德充电桩业务毛利率比较低（17%左右），模式似乎是建了充电桩自己运营，收服务费（电费？）。充电桩企业通常都是什么样的经营模式？</p>",10,52,30,3,2,0,13.74,6416710,13.55,SZ300001,特锐德,a79ec7f32b322d3ddc04651cf9210132
5aad03f9af39d0c4d1b47145,7085327971,2018-03-15,"<p><a href=""http://xueqiu.com/S/SZ300001"" target=""_blank"">$特锐德(SZ300001)$</a>&nbsp;2018-03-15以￥13.75买入出<a href=""http://xueqiu.com/S/SZ300001"" target=""_blank"">$特锐德(SZ300001)$</a>。</p>",5,8,128,8,0,0,13.74,6416710,13.55,SZ300001,特锐德,b85b0e324678850330e68ad06009c027
5aad03f9af39d0c4d1b47147,7085327971,2018-03-15,"<p><a href=""http://xueqiu.com/S/SZ300001"" target=""_blank"">$特锐德(SZ300001)$</a> 赶紧跌停，载入10手</p>",5,8,128,0,0,0,13.74,6416710,13.55,SZ300001,特锐德,433eec4fd5178a4ca7b0d1922dc8d112
5aad03faaf39d0c4d1b47149,7687299615,2018-03-14,"<img class=""ke_img"" src=""https://xqimg.imedao.com/16224c018e52ab083fdec726.png!custom.jpg"" ><p>生活，是一张胶片，每个人都是自己的风景，黑白也好，彩色也罢，没有谁可以重复谁，没有哪一个故事可以重复昨天的故事，温暖或苍凉都是今生的唯一。</p><p>昨日市场全天弱震荡走势其实已正式拉开了A股回调的序幕，再加上外围美股昨晚全线下挫的冲击，周三两市几无悬念继续全线震荡走低，其中创业板回补了缺口跌幅近1%，个股层面亦是普跌一片。</p><p>临近收盘沪指又出现一波跳水行情，直接失守3300点关卡。创业板指的走势就更弱了，一路震荡下跌，尾盘也是再现剧烈的跳水行情。前期强势的软件、工业互联网等板块均出现大幅调整行情。从创业板的形态看，跳空缺口在今日被封闭，且缩量明显，说明市场调整依然在可控范围内。同时，从沪深港通资金流向来看，沪股通资金净流入4.17亿元，深股通资金净流入3.20亿元。<a href=""http://xueqiu.com/n/今日话题"" target=""_blank"">@今日话题</a>&nbsp;</p><img class=""ke_img"" src=""https://xqimg.imedao.com/16224c018e52ab093fdbe9db.jpg!custom.jpg"" ><p><b>热点板块</b></p><p>水泥板块大涨，上峰水泥涨停，万年青(000789)大涨9%，福建水泥(600802)、华新水泥(600801)涨7%。</p><p>充电桩板块异动，龙头动力源直线封板，龙二和顺电气(300141)大涨6%，万马股份(002276)涨5%，赣锋锂业(002460)、奥特迅(002227)、特锐德(300001)跟涨。</p><p>稀土磁材板块涨幅居前，英洛华涨停，盛和资源(600392)、风华高科(000636)涨逾4%。</p><p>独角兽概念异动拉升，合肥城建涨停，安彩高科(600207)涨6%。</p><p>采掘服务板块涨幅居前，仁智股份(002629)尾盘冲击涨停。</p><p>跌幅榜上国产软件，云计算板块跌幅居前。</p><img class=""ke_img"" src=""https://xqimg.imedao.com/16224c017cc2ac8a3feac69b.png!custom.jpg"" ><p><b>消息面上</b></p><p>1、证监会：准备分批推进独角兽企业A股上市</p><p>证监会表示，已专门成立关于四新类企业创新型经济业态的专家委员会，现在已经着手研究，进行把关。证监会还透露，目前国内独角兽企业中，资产10亿美金的100家左右，20亿美金的不超过50家，接下来准备分批推进A股上市。</p><p>2、证监会通报2018年稽查执法重点</p><p>证监会组织召开稽查执法专场新闻通气会。会上，证监会通报了2018年稽查执法重点：</p><p>1、严重损害上市公司利益，损害中小股东合法权益的案件。包括虚假披露信息，通过虚构交易粉饰业绩，或实施“忽悠式”重组非法牟利的案件；大股东、实际控制人及上市公司董监高恶意掏空上市公司的案件；严重违背现金分红制度规则。</p><p>2、严重积聚市场风险，危害市场平稳运行的违法行为。包括通过违规聚集市场资金，滥用杠杆交易的案件。</p><p>3、严重破坏公平交易原则，影响市场功能发挥的案件。包括利用重组题材进行炒作，利用多层多级传递获取的内幕信息抢先买入或提前避损的案件。</p><p>4、严重扰乱信息传播秩序，恶意制造市场恐慌情绪的案件。包括通过互联网、自媒体肆意发表针对个股、板块、市场走势和监管政策的不实不当言论的行为；充当股市“黑嘴”，引诱不明真相的投资者参与交易，从中牟利的案件。</p><p><b>明日投资策略</b></p><p>1、今天沪指是继续调整正好打到了10日均线，涨停家数少了很多只有14家，下跌家数却又2476，现在市场人气回落很多，创业板指数尾盘杀跌挺厉害，都回踩道5日均线，但成交量却缩量，说明恐慌盘还没杀跌。</p><p>2、下午用友网络等强势股开始补跌，高位风险挺大的，后面要小心高位强势补跌风险。次新股是市场人气方向标，明天重点万兴科技能否复牌，要是复牌能带动人气还能起来。</p><p>3、短线来说，明天可以做做强势回踩10日均线的反弹，短线参与，可以挖掘深圳国企改革、雄安概念等龙头机会，仓位上要做好控制，轻仓短线为主。</p><p>一切收获都是在此之前的辛苦播种，没有白来的财富，想在股市中安身立命，就需要学跟正确的人，走正确的路。</p>",501,19,122,0,2,0,14.01,8443840,13.74,SZ300001,特锐德,8bd629b90e19db8926b0d61497547279
5aad03faaf39d0c4d1b4714b,1627339434,2018-03-14,<p>3.14收评 两会临近尾声       调整试验真金</p><p>两市指数今天低开后全线回调，下午临近收盘，三大股指开始跳水，创业板指跌幅领先，深成指跟随创业板指走势，沪指在权重板块的支撑下整体呈低位震荡走势。截止收盘，沪指跌幅-0.57%，深成指跌幅0.91%，创业板指跌幅-1.68%。</p><p>消息面上，午后水泥涨价信息轮番来袭，陕西、新疆等地大幅调涨，水泥板块午后强势拉升，包括万年青、海螺水泥、上峰水泥等个股大涨。上峰水泥涨停，万年青大涨9%，福建水泥、华新水泥涨7%。充电桩板块异动，龙头动力源直线封板，龙二和顺电气大涨6%，万马股份涨5%，赣锋锂业、奥特迅、特锐德跟涨。跌幅榜上国产软件，云计算板块跌幅居前。</p><p>周三市场继续展开调整之旅，早盘两市在低开后一度有所反弹，但两会临近尾声，市场的信心有所动摇，担忧情绪升温，筹码也开始有所松动，今日市场临近尾盘，三大股指跳水，无论主板还是创业板都有所调整，跌幅超过一天最高峰。随着市场的维稳效应临近结束，未来市场的分化在所难免，在龙头类品种的内部也会出现显著的分化，只有那些真正具有独角兽潜力的真金品种才会经受住考验，持续走强。所以在科技类个股中的优中选优十分重要。</p><p>（信息内容为容维投顾团队依据市场公开，信息，结合行业热点、股市题材及技术分析等得出的分析结论，仅供参考，据此操作风险自担）</p>,25,18,94,0,0,0,14.01,8443840,13.74,SZ300001,特锐德,761577c8423ebf8cc2aba29f69abdd18
5aad03fbaf39d0c4d1b4714d,1721412112,2018-03-14,<p>今日两市小幅低开，沪指表现弱势，全天维持低位震荡整理，创业板指低开低走。上证50指数和沪深300指数均低位震荡。截止收盘沪指跌0.57%，创业板指跌1.68%，两市成交量较昨日进一步缩量。</p><p><br/></p><p>盘面上，次新股南都物业高开高走二连板，高送转次新超频三实现三连板。特斯拉采用永磁电机带动稀土需求，稀土永磁板块早盘大涨，英洛华涨停。特斯拉超级充电站悄然涨价，充电桩板块异动拉升，动力源直线封板。水泥涨价信息轮番来袭，陕西、新疆等地大幅调涨，水泥板块午后强势拉升，上峰水泥涨停。证监会透露准备分批推进独角兽企业A股上市，独角兽概念异动拉升，合肥城建涨停。临近尾盘，工业互联网龙头股用友网络放量跌停，成交38亿。</p><p><br/></p><p>热点板块</p><p><br/></p><p>水泥板块大涨，上峰水泥涨停，万年青大涨9%，福建水泥、华新水泥涨7%。</p><p><br/></p><p>充电桩板块异动，龙头动力源直线封板，龙二和顺电气大涨6%，万马股份涨5%，赣锋锂业、奥特迅、特锐德跟涨。</p><p><br/></p><p>稀土磁材板块涨幅居前，英洛华涨停，盛和资源、风华高科涨逾4%。</p><p><br/></p><p>独角兽概念异动拉升，合肥城建涨停，安彩高科涨6%。</p><p><br/></p><p>采掘服务板块涨幅居前，仁智股份尾盘冲击涨停。</p><p><br/></p><p>跌幅榜上国产软件，云计算板块跌幅居前。</p><p><br/></p><p>消息面上</p><p><br/></p><p>1、证监会：准备分批推进独角兽企业A股上市</p><p><br/></p><p>证监会表示，已专门成立关于四新类企业创新型经济业态的专家委员会，现在已经着手研究，进行把关。证监会还透露，目前国内独角兽企业中，资产10亿美金的100家左右，20亿美金的不超过50家，接下来准备分批推进A股上市。</p><p><br/></p><p>2、证监会通报2018年稽查执法重点</p><p><br/></p><p>证监会组织召开稽查执法专场新闻通气会。会上，证监会通报了2018年稽查执法重点：1、严重损害上市公司利益，损害中小股东合法权益的案件。包括虚假披露信息，通过虚构交易粉饰业绩，或实施“忽悠式”重组非法牟利的案件；大股东、实际控制人及上市公司董监高恶意掏空上市公司的案件；严重违背现金分红制度规则。2、严重积聚市场风险，危害市场平稳运行的违法行为。包括通过违规聚集市场资金，滥用杠杆交易的案件。3、严重破坏公平交易原则，影响市场功能发挥的案件。包括利用重组题材进行炒作，利用多层多级传递获取的内幕信息抢先买入或提前避损的案件。4、严重扰乱信息传播秩序，恶意制造市场恐慌情绪的案件。包括通过互联网、自媒体肆意发表针对个股、板块、市场走势和监管政策的不实不当言论的行为；充当股市“黑嘴”，引诱不明真相的投资者参与交易，从中牟利的案件。</p><p><br/></p><p>投资</p><p><br/></p><p>智来配资网表示，近期的市场热点和焦点显然在创业板上，在连续突破年线以及下降通道趋势后，创业板呈现回踩需求，这个回踩也是比较正常的，反而是低吸的机会。而对于主板来说，在没有放量大涨可能下，短期仍有反复。机会方面，可重点关注两方面：一是创业板个股中滞涨、涨幅较小以及业绩支撑明显的标的；二是近期伴随“独角兽”概念飙升的相关科技股，回调仍是低吸做差的机会。</p>,580,12,505,0,1,0,14.01,8443840,13.74,SZ300001,特锐德,05fcbdd333ad38d3f29e1c3f7a5d15be
5aad03fcaf39d0c4d1b4714f,1721412112,2018-03-14,"<p>今日沪指低开再失3300点，盘初大盘横盘震荡，深成指、创业板指走高翻红，随后回落与大盘同步震荡下行，创业板指跌近1%回补缺口。午后沪指再度突破3300但在未能站稳，创业板指下挫，失守5日线。</p><p>沪指收报3291.38点，跌0.57%，成交额1835亿。深成指收报11139.63点，跌0.91%，成交额2623亿。创业板收报1841.29点，跌1.68%，成交额838亿。</p><p>行业板块方面，次新股板块表现分化，中科信息(行情65.20 +2.52%,诊股)、科创新源(行情33.24 +9.99%,诊股)、伊戈尔(行情26.42 +9.99%,诊股)涨停，创业黑马(行情65.05 +9.99%,诊股)、南都物业(行情43.44 +10.00%,诊股)等涨停后回落；</p><p>独角兽概念午后拉升，合肥城建(行情13.61 +10.02%,诊股)涨停，安彩高科(行情9.75 +4.28%,诊股)、佳都科技(行情10.59 +1.24%,诊股)等异动；</p><p>宁德时代概念股活跃，华自科技(行情15.00 +9.97%,诊股)再度涨停，双环传动(行情10.37 +2.98%,诊股)涨3%；</p><p>充电桩板块崛起，动力源(行情6.93 +10.00%,诊股)率先涨停，和顺电气(行情11.17 +0.18%,诊股)、特锐德(行情14.01 +0.65%,诊股)、可立克(行情12.48 +1.88%,诊股)、奥特迅(行情17.47 +0.98%,诊股)等跟随走高；</p><p>稀土永磁板块走强，龙头英洛华(行情6.45 +10.07%,诊股)数次摸板；</p><p>石墨烯太赫兹调制器研究获突破，华讯方舟(行情10.82 +3.24%,诊股)受益触及涨停；</p><p>水泥建材、钢铁行业、有色金属、石油行业等板块上涨；</p><p>工业互联网板块大跌，用友网络(行情36.03 -9.97%,诊股)跌停，东方国信(行情16.71 -6.23%,诊股)跌超5%；</p><p>网络安全、区块链、大数据、国产芯片等板块跌幅靠前。</p><p>个股方面，实控人提议2017年报10转8派1元，超频三(行情23.98 +10.00%,诊股)连续3日涨停；控股股东提议年报10转8派5元，设研院(行情88.97 +10.00%,诊股)涨停；股价闪崩，风范股份(行情6.68 -9.97%,诊股)连续两日跌停；乐视网(行情6.59 +6.98%,诊股)盘中拉升，距涨停仅差1分钱。</p>",580,12,505,0,0,0,14.01,8443840,13.74,SZ300001,特锐德,a86085e915c924308475194af0908378
5aad03fdaf39d0c4d1b47151,7227705823,2018-03-14,<p>今日两市小幅低开，沪指表现弱势，全天维持低位震荡整理，创业板指低开低走。上证50指数和沪深300指数均低位震荡。截止收盘沪指跌0.57%，创业板指跌1.68%，两市成交量较昨日进一步缩量。</p><p>盘面上，次新股南都物业高开高走二连板，高送转次新超频三实现三连板。特斯拉采用永磁电机带动稀土需求，稀土永磁板块早盘大涨，英洛华涨停。特斯拉超级充电站悄然涨价，充电桩板块异动拉升，动力源直线封板。水泥涨价信息轮番来袭，陕西、新疆等地大幅调涨，水泥板块午后强势拉升，上峰水泥涨停。证监会透露准备分批推进独角兽企业A股上市，独角兽概念异动拉升，合肥城建涨停。临近尾盘，工业互联网龙头股用友网络放量跌停，成交38亿。</p><p>热点板块</p><p>水泥板块大涨，上峰水泥涨停，万年青大涨9%，福建水泥、华新水泥涨7%。</p><p>充电桩板块异动，龙头动力源直线封板，龙二和顺电气大涨6%，万马股份涨5%，赣锋锂业、奥特迅、特锐德跟涨。</p><p>稀土磁材板块涨幅居前，英洛华涨停，盛和资源、风华高科涨逾4%。</p><p>独角兽概念异动拉升，合肥城建涨停，安彩高科涨6%。</p><p>采掘服务板块涨幅居前，仁智股份尾盘冲击涨停。</p><p>跌幅榜上国产软件，云计算板块跌幅居前。</p><p>消息面上</p><p>1、证监会：准备分批推进独角兽企业A股上市</p><p>证监会表示，已专门成立关于四新类企业创新型经济业态的专家委员会，现在已经着手研究，进行把关。证监会还透露，目前国内独角兽企业中，资产10亿美金的100家左右，20亿美金的不超过50家，接下来准备分批推进A股上市。</p><p>2、证监会通报2018年稽查执法重点</p><p>证监会组织召开稽查执法专场新闻通气会。会上，证监会通报了2018年稽查执法重点：1、严重损害上市公司利益，损害中小股东合法权益的案件。包括虚假披露信息，通过虚构交易粉饰业绩，或实施“忽悠式”重组非法牟利的案件；大股东、实际控制人及上市公司董监高恶意掏空上市公司的案件；严重违背现金分红制度规则。2、严重积聚市场风险，危害市场平稳运行的违法行为。包括通过违规聚集市场资金，滥用杠杆交易的案件。3、严重破坏公平交易原则，影响市场功能发挥的案件。包括利用重组题材进行炒作，利用多层多级传递获取的内幕信息抢先买入或提前避损的案件。4、严重扰乱信息传播秩序，恶意制造市场恐慌情绪的案件。包括通过互联网、自媒体肆意发表针对个股、板块、市场走势和监管政策的不实不当言论的行为；充当股市“黑嘴”，引诱不明真相的投资者参与交易，从中牟利的案件。</p><p>投资建议</p><p>智来配资网表示，近期的市场热点和焦点显然在创业板上，在连续突破年线以及下降通道趋势后，创业板呈现回踩需求，这个回踩也是比较正常的，反而是低吸的机会。而对于主板来说，在没有放量大涨可能下，短期仍有反复。机会方面，可重点关注两方面：一是创业板个股中滞涨、涨幅较小以及业绩支撑明显的标的；二是近期伴随“独角兽”概念飙升的相关科技股，回调仍是低吸做差的机会。</p>,9,8,85,0,1,0,14.01,8443840,13.74,SZ300001,特锐德,464ad5d78fa39d4edc28dd37c5554cb4
5aad03fdaf39d0c4d1b47153,5681202718,2018-03-14,<p>【国京期货盘面简述】</p> <p>周三早盘，两市小幅低开后窄幅震荡，沪指跌破3300点，创业板回补周一缺口。盘面上，有色、券商信托、化工、农药、园林等行业涨幅居前;农牧饲渔、安防、银行、港口、煤炭、船舶、航天航空等跌幅居前。概念股方面稀土永磁、锂电池、充电桩、次新股等涨幅居前。沪指和创业板双双突破阻力位后缩量回调，震荡后有望拓展上行空间。操作上，建议逢低关注绩优成长股。</p> <p>【板块方面】</p> <p>稀土永磁板块早盘大幅拉升：英洛华、中科三环、盛和资源、正海磁材、北矿科技、风华高科、北矿科技、银河磁体、横店东磁等领涨。</p> <p>【国京期货消息面】</p> <p>1、国务院拟组建中国银行保险监督管理委员会 强化金融风险防控</p> <p>中国银行业监督管理委员会和中国保险监督管理委员会的职责整合，组建中国银行保险监督管理委员会，作为国务院直属事业单位。不再保留中国银行业监督管理委员会、中国保险监督管理委员会。</p> <p>2、报废汽车回收新规将发布市场规模有望超千亿</p> <p>“五大总成”是指汽车发动机、方向机、变速器、前后桥和车架。业内分析人士认为，预计到2020年，我国报废汽车市场空间有望超过1000亿元。在“五大总成”逐步放开的大背景下，新办法的实施将进一步推进报废汽车行业的体制改革，撬动千亿市场。</p> <p>3、新三板年度“分层大考”临近创新层企业示范效应显现</p> <p>临近4月，新三板将迎来一年一度的分层大考。与往年相比，今年挂牌企业的分层审核标准出现新的变化。创新层准入条件方面，对挂牌公司成长型和治理规范要求更高。同时，对维持创新层标准有所放宽。从目前情况看，创新层企业在交易、融资等方面示范效应明显。</p> <p>【国京期货观点】</p> <p>周三早盘，两市小幅低开后窄幅震荡，沪指跌破3300点，创业板回补周一缺口。盘面上，有色、券商信托、化工、农药、园林等行业涨幅居前;农牧饲渔、安防、银行、港口、煤炭、船舶、航天航空等跌幅居前。概念股方面稀土永磁、锂电池、充电桩、次新股等涨幅居前。</p> <p>充电桩板块早盘快速拉升：动力源涨停，万马股份、可立克、和顺电气、奥特迅、特锐德等涨幅居前。锂电池板块表现强势：晶瑞股份、华自科技涨停，风华高科、赣锋锂业、江苏国泰、金银河、楚江新材、天齐锂业等涨幅居前。</p> <p>稀土永磁板块早盘大幅拉升：稀土永磁板块早盘大幅拉升：英洛华、中科三环、盛和资源、正海磁材、北矿科技、风华高科、北矿科技、银河磁体、横店东磁等领涨。</p> <p>巨丰投顾认为近期沪指和创业板横盘整理，酝酿方向选择。创业板指数上周五放量突破1800，1850点两道关口，完全修复2月初杀跌形成的黄金坑。周二市场缩量回调，对前期反弹成果进行检验。外围市场周二普跌，A股今日顺势回调，沪指回踩3300点，创业板回补周一缺口。经过盘整后，股指仍有上冲的动力。从近日涨幅榜看，超跌反弹仍是市场主线。操作上，建议投资者逢低关注低价小市值成长股。</p>,19,14,55,0,1,0,14.01,8443840,13.74,SZ300001,特锐德,0df9b22652c2f6a5379a6d1225b7c035
5aad03feaf39d0c4d1b47155,8542340512,2018-03-14,"<p><b>午评速递</b></p><p><b>早盘两市小幅低开，沪指跳空，三大股指早盘均维持低位，截止收盘沪指跌0.6%，创业板指跌近1%。今天早盘，市场最强的方向是锂电池产业链（充电桩：动力源；稀土永磁：英洛华/中科三环；钴：合纵科技/洛阳钼业；锂：赣锋锂业/雅化集团；锂电池：国轩高科）。锂电池板块的再度发力引领两市，是今天市场的最大好现象，有了锂电池产业链镇宅，市场调整空间有限，防守反击可期</b></p><p><b>早盘详细解析</b></p><p><b>9:33 </b><b>特斯拉板块开盘活跃，龙头中科三环大涨5%，上海临港涨4%，旭升股份、天汽模小幅跟涨</b></p><p><b>9:41 </b><b>有色金属板块开盘走强，龙头云南锗业大涨8%，龙二赣锋锂业涨3%，南山铝业、天齐锂业、驰宏锌锗跟涨。</b></p><p><b>9:49 </b><b>充电桩板块异动，龙头动力源直线封板，龙二和顺电气大涨6%，万马股份涨5%，赣锋锂业、奥特迅、特锐德跟涨。</b></p><p><b>10:09 </b><b>稀土磁材板块开始发力，龙头英洛华直线封板，中科三环、盛和资源、正海磁材、北矿科技迅速走强。</b></p><p><b>11:25 </b><b>临近午间收盘，工业互联网板块异动，龙头沈阳机床直线飙升，涨逾6%，东土科技、启明信息、剑桥科技小幅跟涨。</b></p><p><b>铁娘子点评</b></p><p><b>铁娘子认为短线方面在连续调整两日之后，市场出现两个转机的好现象：</b></p><img class=""ke_img"" src=""https://xqimg.imedao.com/16222f0745a278b63fe7e4b8.jpg!custom.jpg"" ><p><b>1</b><b>、锂电池板块的再度发力引领两市，是今天市场的最大好现象，有了锂电池产业链镇宅，市场调整空间有限，防守反击可期。2、中科信息为昨日市场的灵魂股之一，今天再度涨停。（只要盘面这两个转机的好现象能够稳住，市场就能迎来喘息机会！）</b></p>",1111,5,176,0,4,0,14.01,8443840,13.74,SZ300001,特锐德,43fb5f846ed0fd42402c880367172988
